SHORTNM,VALUETXT
CDU All Programs, 1^----^10002395^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
CV19 Vaccine - APL - 4409902040, *^----^*^----^4409902040^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - Germantown - 4409902010, *^----^*^----^4409902010^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - GSS - 4800010320, *^----^*^----^4800010320^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - HCGH - 6408580000, *^----^*^----^6408580000^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer^----^1^----^$now^----^EmploymentStatus
CV19 Vaccine - JHBMC - 4001050316, *^----^*^----^4001050316^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - JHCP Call Center - 4409902000, *^----^*^----^4409902000^----^*^----^*^----^*^----^*^----^WorkedAcct
CV19 Vaccine - JHHSC - 4500150027, *^----^*^----^4500150027^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - JHHSC Call Center - 4500030178, *^----^*^----^4500030178^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - JHOC - 4803817402, *^----^*^----^4803817402^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - SHI - 6001508622, *^----^*^----^6001508622^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - SMH Clinic - 6301110664, *^----^*^----^6301110664^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer
CV19 Vaccine - SMH DC Project - 6301010106, *^----^*^----^6301010106^----^*^----^*^----^*^----^*^----^WorkedAcctTransfer^----^1^----^$now^----^EmploymentStatus
Exception Hyperfind - All Home, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL8#TL9^----^*
Exceptions-Cancelled Deductions, CancelledDeduction^----^1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*
Exceptions-LateIn and EarlyOut, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*
Exceptions-Missed Punches, MissedPunch^----^1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*
Exceptions-Unexcused Absences, UnexcusedAbsence^----^1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*
Fertility ASC A, Fertility ASC A^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
Fertility ASC B, Fertility ASC B^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
float pool, 1^----^10002308^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
FM-3rd Shift Campus, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF2#JWA#JF8#JF6#JW1#JF7#JWB^----^*
FM-Admin - JE5, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE5^----^*
FM-Admin Sup/Engineering/Eng-Bus Svcs, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE5#JE6#JE7^----^*^----^1^----^$now^----^EmploymentStatus
FM-All Engineering, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEE#JE6#JEF#JE3#BY6#BY7#JEM^----^*
FM-Art/Furniture 3rd Sh + Weekend, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF6#JF7#JP9^----^*^----^1^----^$now^----^EmploymentStatus
FM-Bloomberg, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFL#JFV#JFK#JFJ#JFO#JFT^----^*
FM-Bloomberg 1st Sh, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFO#JFN^----^*
FM-Bloomberg 2nd Sh, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFM#JFJ^----^*^----^1^----^$now^----^EmploymentStatus
FM-Bloomberg 3Sh - JF7, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF7^----^*
FM-BMC CE - BY6, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^BY6^----^*
FM-BMC Maint - BY7, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^BY7^----^*
FM-BMC Maint/Utilities, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^BY7#BY8^----^*
FM-BMC Utilities - BY8, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^BY8^----^*
FM-Build Grounds - JE8, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE8^----^*
FM-Cust Svc - JEN, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEN^----^*
FM-DC - JE3, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE3^----^*
FM-ED/Mezz/Ground/1Impressions/Trash/Laundry/ZB-NC, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFQ#JFO#JFR#JFS#JFJ^----^*^----^1^----^$now^----^EmploymentStatus
FM-ED1 + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFO#JP9^----^*
FM-ED3 - JF2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF2^----^*
FM-Electrical - JE1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE1^----^*
FM-Electrical/Clin Engineering, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE1#JEC#JED#JEE^----^*^----^1^----^$now^----^EmploymentStatus
FM-Electrical/EL3, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE1#JED^----^*
FM-ELS ICST - JEF, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEF^----^*
FM-Energy - JEL, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEL^----^*
FM-Eng Bus - JE7, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE7^----^*
FM-Engineer - JE6, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE6^----^*
FM-Engineering - JE6, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE6^----^*^----^1^----^$now^----^EmploymentStatus
FM-Engineering/Customer Svc, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE6#JEN^----^*
FM-ENGINEERING/ENG-BUS SVCS, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE6#JE7^----^*^----^1^----^$now^----^EmploymentStatus
FM-Engineering/Eng-Bus Svcs/Bloomberg 1 Sh, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE6#JE7#JFN^----^*
FM-EOP CPP - JEM, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEM^----^*
FM-EVS Supervisors and Managers, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^10016300#10016400#10016500#10178600^----^*^----^10002221^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^1^----^$now^----^EmploymentStatus
FM-EVS Techs and Associates, *^----^10002221^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^1^----^$now^----^EmploymentStatus
FM-Fac EL2- JEC, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEC^----^*
FM-Fac EL3- JED, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JED^----^*
FM-Fac Mech - JE9, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JE9^----^*
FM-Floorcare 3Sh - JWC, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWC^----^*
FM-Furniture 3Sh - JF6, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF6^----^*
FM-Global, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4000350300#4000350301#4000350303#4000450306#4500310301#4500310303#4500310304#4500310305#4500310310#4500310311#4800310300#4800310302#4800310305#4800310314^----^*^----^*
FM-Grounds - JEP, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEP^----^*
FM-Historic - Zones 3Sh - JWB, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWB^----^*
FM-Historic 1Sh/Weekend, 1^----^$now^----^EmploymentStatus
FM-Historic 2Sh/Weekend1-2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWH#JP9^----^*
FM-Historic 3Sh - JWA, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWA^----^*
FM-Historic 3Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWA#JP9^----^*
FM-Historic Clinical 2Sh - JWF, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWF^----^*
FM-Historic C-N 2nd Sh/ED2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFS#JWG^----^*
FM-Historic Meyer Halsted Osler 1Sh - JWD, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWD^----^*
FM-Historic Meyer Halsted Osler 1Sh + Weekend, 1^----^$now^----^EmploymentStatus
FM-Historic Nelson Marburg 1Sh - JWE, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWE^----^*
FM-Historic Nelson Marburg 1Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JWE^----^*
FM-Historic xClinical 1 2Sh - JWG, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWG^----^*
FM-Historic xClinical 1Sh - JWJ, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWJ^----^*
FM-Historic xClinical 2 2Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWH#JP9^----^*
FM-Historic xClinical 2 2Sh- JWH, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWH^----^*
FM-Historic xClinical 3 2Sh  + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWI#JP9^----^*
FM-Historic xClinical 3 2Sh - JWI, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWI^----^*
FM-HVACR2 - JEH, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEH^----^*
FM-JHH CE - JEE, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEE^----^*
FM-JHHS Commissioning/MES, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEM#JEG^----^*
FM-JHOPC 1Sh - JW8, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW8^----^*
FM-JHOPC 2Sh - JW6, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW6^----^*
FM-JHOPC 3Sh - JW7, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW7^----^*
FM-JHOPC/Billings/Smith, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW6#JW7#JW8^----^*^----^1^----^$now^----^EmploymentStatus
FM-Leasehold - JEB, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEB^----^*
FM-LS - JER, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JER^----^*
FM-LS Wall - JEQ, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEQ^----^*
FM-Main Campus Environmental Care, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFJ#JWD#JF2#JW8#JFF#JE6#JP9#JFO#JW2#JF7^----^*
FM-MES HVS - JEG, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEG^----^*
FM-North Campus Historic, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW8#JWE#JWD#JWF#JWG^----^*^----^1^----^$now^----^EmploymentStatus
FM-North Campus Historic 3rd Sh, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JWA#JWB^----^*^----^1^----^$now^----^EmploymentStatus
FM-OR + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFF#JFB#JFE#JFC#JFA#JFG#JFI#JFH#JP9^----^*
FM-OR 1Sh Z4 Z5 - JFG, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFG^----^*
FM-OR 3Sh Z4 Z5 W3 - JFA, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFA^----^*
FM-OR Sh3 Z3 - JFB, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFB^----^*
FM-OR Z3 Z4 2nd Sh/Carpentry + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFI#JE8#JP9^----^*
FM-OR/Weinberg 3/Endo 1st Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFE^----^*
FM-Paint - JES, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JES^----^*
FM-Pharm Radiology - JW9, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW9^----^*
FM-Pharm Radiology/ED 2nd Sh + Weekend, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW9#JFS#JP9^----^*^----^1^----^$now^----^EmploymentStatus
FM-Plumbing - JEJ, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEJ^----^*
FM-South Camp 3rd Sh Bloomberg, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF7#JWB^----^*^----^1^----^$now^----^EmploymentStatus
FM-Trash-Micro2 - JFQ, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFQ^----^*^----^1^----^$now^----^EmploymentStatus
FM-Trash-Micro2 + Weekend, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFQ#JP9^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weekend - JP9, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9^----^*
FM-Weekend Bloomberg, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFJ#JFK#JFL#JFM#JFN#JFO#JFP#JFQ#JFR#JFS#JWK#JWL^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weekend Floors, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFC#JFD#JFH#JFI#JFJ#JFK#JFL#JFM#JFN#JFO#JFP#JFS#JFT#JFU#JFV#JFW#JFX#JWD#JWE#JWF#JWG#JWH#JWI#JWL#JW2#JW4^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weekend Historic, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFR#JFQ#JWD#JWE#JWF#JWG#JWH#JWI#JWJ#JWK#JWL^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weekend OR, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFC#JFD#JFE#JFF#JFG#JFH#JFI#JFR#JFQ^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weekend Weinberg, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFQ#JFR#JW2#JW3#JW4#JW5^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weekend Zayed, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JP9#JFO#JFP#JFQ#JFR#JFS#JFT#JFU#JFV#JFW#JFX#JWL#JWK^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weinberg 2nd Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW5#JWC#JP9^----^*
FM-Weinberg 3Sh - JW1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW1^----^*
FM-Weinberg Clinical 1Sh - JW3, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW3^----^*
FM-Weinberg Clinical 1Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW3#JP9^----^*
FM-Weinberg Clinical 2Sh - JW5, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW5^----^*
FM-Weinberg xClinical 1Sh  - JW4, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW4^----^*
FM-Weinberg xClinical 2Sh - JW2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JES^----^*
FM-Weinberg/Rubenstein, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW2#JW3#JW4#JW5#JWC^----^*^----^1^----^$now^----^EmploymentStatus
FM-Weinberg/Rubenstein 1st Sh, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JW2#JW4^----^*
FM-Zayed, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFW#JFU#JFX^----^*
FM-Zayed 1Sh 3 12 - JFW, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFW^----^*
FM-Zayed 1Sh 5 11 - JFU, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFU^----^*
FM-Zayed 1st Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFX#JFV#JP9^----^*
FM-Zayed 1st Shift, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFU#JFI^----^*^----^1^----^$now^----^EmploymentStatus
FM-Zayed 1stSh B1 9 10  - JFV, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFV^----^*
FM-Zayed 2nd Sh, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFX#JFV^----^*
FM-Zayed 2Sh 3 10 12 - JFT, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFT^----^*
FM-Zayed 2Sh 5 9 11 - JFX, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFX^----^*
FM-Zayed 3Sh - JF8, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF8^----^*
FM-Zayed 8 1Sh/Bloomberg 8 + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFC#JFI#JP9^----^*
FM-Zayed 8/Bloomberg 8/Endo 2nd Sh + Weekend, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFD#JFF#JP9^----^*
FM-Zayed South Campus 3rd Sh, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JF8#JFU^----^*
FM-Zone 1 - JET, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JET^----^*
FM-Zone 2 - JEU, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEU^----^*
FM-Zone 3 - JEV, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEV^----^*
FM-Zone 4 - JEX, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JEX^----^*
HCGH All Home NonNursing, HS30#HS31#HS32^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^HS30#HS31#HS32^----^-#60004192#60004202#60004229#60004234#60004239#60004240#60004243#60004244#60004246#60004247#60004248#60004251#60004252#60004262#60004265#60005251#60007527#60008476#60009677#60009678#60009679#60009681#60004232#60004233#60004235#60004241#60004254#60009751#60004237#60004238#60004258^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^1^----^$now^----^EmploymentStatus
HCGH-4608*-We/Alt Rad Dept, 6408410000#6408420000#6408490000^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
HCGH-461*-CAS, 4616415000#4617515000#4617525000#4617555000#4617575000^----^1^----^HomeAcct
HCGH-461*-Tcas Employees, 4616415000#4617515000#4617525000#4617555000#4617575000^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
HCGH-4617517000-Docum. Central, 4617515000^----^1^----^HomeAcct
HCGH-4617525000-Tcas, 4617525000^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
HCGH-4617555000-Tcas, 4617555000^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
HCGH-640*-Charge RN'S Worked, 6407010000#6407030000#6407040000#6407050000#6407210000#6407215000#6407235000#6407240000#6407310000#6407320000#6407330000#6407340000#6407360000#6407410000#6407420000#6407440000#6407520000#6407525000#6407530000#6407540000#6407550000#6407560000#6408310000#6408470000^----^WorkedAcct
HCGH-640*-RN's, 640*^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
HCGH-6405410000-Innov+Continou, 6405410000^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
